Player,Runs,Mins,BF,4s,6s,SR,Inns,Oppn,Ground,Date
CAK Walton (WI),DNB,-,-,-,-,-,1,v New Zealand,Hamilton,8-Jan-14
NO Miller (WI),DNB,-,-,-,-,-,1,v New Zealand,Hamilton,8-Jan-14
SP Narine (WI),DNB,-,-,-,-,-,1,v New Zealand,Hamilton,8-Jan-14
MJ Guptill (NZ),6,14,10,0,0,60,2,v West Indies,Hamilton,8-Jan-14
JD Ryder (NZ),17,31,15,2,0,113.33,2,v West Indies,Hamilton,8-Jan-14
KS Williamson (NZ),16,27,21,2,0,76.19,2,v West Indies,Hamilton,8-Jan-14
LRPL Taylor (NZ),9,20,15,0,0,60,2,v West Indies,Hamilton,8-Jan-14
BB McCullum (NZ),6,22,14,0,0,42.85,2,v West Indies,Hamilton,8-Jan-14
CJ Anderson (NZ),29,31,24,4,0,120.83,2,v West Indies,Hamilton,8-Jan-14
L Ronchi (NZ),15,40,28,1,0,53.57,2,v West Indies,Hamilton,8-Jan-14
NL McCullum (NZ),18,14,13,3,0,138.46,2,v West Indies,Hamilton,8-Jan-14
KD Mills (NZ),26,25,31,3,1,83.87,2,v West Indies,Hamilton,8-Jan-14
TG Southee (NZ),9,13,7,1,0,128.57,2,v West Indies,Hamilton,8-Jan-14
MJ McClenaghan (NZ),0*,4,1,0,0,0,2,v West Indies,Hamilton,8-Jan-14
AN Cook (ENG),4,1,4,1,0,100,1,v Australia,Melbourne,12-Jan-14
IR Bell (ENG),41,66,56,2,1,73.21,1,v Australia,Melbourne,12-Jan-14
JE Root (ENG),3,25,23,0,0,13.04,1,v Australia,Melbourne,12-Jan-14
GS Ballance (ENG),79,153,96,6,0,82.29,1,v Australia,Melbourne,12-Jan-14
EJG Morgan (ENG),50,52,47,5,1,106.38,1,v Australia,Melbourne,12-Jan-14
RS Bopara (ENG),17,27,21,1,0,80.95,1,v Australia,Melbourne,12-Jan-14
BA Stokes (ENG),21,21,20,2,0,105,1,v Australia,Melbourne,12-Jan-14
JC Buttler (ENG),34*,31,24,1,1,141.66,1,v Australia,Melbourne,12-Jan-14
TT Bresnan (ENG),16*,19,9,1,1,177.77,1,v Australia,Melbourne,12-Jan-14
CJ Jordan (ENG),DNB,-,-,-,-,-,1,v Australia,Melbourne,12-Jan-14
WB Rankin (ENG),DNB,-,-,-,-,-,1,v Australia,Melbourne,12-Jan-14
AJ Finch (AUS),121,180,128,12,0,94.53,2,v England,Melbourne,12-Jan-14
DA Warner (AUS),65,121,72,5,1,90.27,2,v England,Melbourne,12-Jan-14
SR Watson (AUS),0,5,2,0,0,0,2,v England,Melbourne,12-Jan-14
MJ Clarke (AUS),43,64,42,6,0,102.38,2,v England,Melbourne,12-Jan-14
GJ Bailey (AUS),17*,28,18,1,0,94.44,2,v England,Melbourne,12-Jan-14
GJ Maxwell (AUS),8*,16,12,0,0,66.66,2,v England,Melbourne,12-Jan-14
XJ Doherty (AUS),DNB,-,-,-,-,-,2,v England,Melbourne,12-Jan-14
NM Coulter-Nile (AUS),DNB,-,-,-,-,-,2,v England,Melbourne,12-Jan-14
BJ Haddin (AUS),DNB,-,-,-,-,-,2,v England,Melbourne,12-Jan-14
CJ McKay (AUS),DNB,-,-,-,-,-,2,v England,Melbourne,12-Jan-14
JP Faulkner (AUS),DNB,-,-,-,-,-,2,v England,Melbourne,12-Jan-14
AN Cook (ENG),22,50,30,2,0,73.33,1,v Australia,Brisbane,17-Jan-14
IR Bell (ENG),68,122,84,5,0,80.95,1,v Australia,Brisbane,17-Jan-14
JE Root (ENG),2,8,8,0,0,25,1,v Australia,Brisbane,17-Jan-14
GS Ballance (ENG),9,17,19,0,0,47.36,1,v Australia,Brisbane,17-Jan-14
EJG Morgan (ENG),106,138,99,4,6,107.07,1,v Australia,Brisbane,17-Jan-14
RS Bopara (ENG),24,33,19,2,1,126.31,1,v Australia,Brisbane,17-Jan-14
JC Buttler (ENG),49,54,36,3,1,136.11,1,v Australia,Brisbane,17-Jan-14
BA Stokes (ENG),0,1,1,0,0,0,1,v Australia,Brisbane,17-Jan-14
TT Bresnan (ENG),1*,5,1,0,0,100,1,v Australia,Brisbane,17-Jan-14
CJ Jordan (ENG),2*,3,4,0,0,50,1,v Australia,Brisbane,17-Jan-14
WB Rankin (ENG),DNB,-,-,-,-,-,1,v Australia,Brisbane,17-Jan-14
DA Warner (AUS),18,23,14,2,0,128.57,2,v England,Brisbane,17-Jan-14
AJ Finch (AUS),0,5,3,0,0,0,2,v England,Brisbane,17-Jan-14
SE Marsh (AUS),55,79,69,7,0,79.71,2,v England,Brisbane,17-Jan-14
MJ Clarke (AUS),17,30,20,2,0,85,2,v England,Brisbane,17-Jan-14
GJ Bailey (AUS),24,37,28,0,0,85.71,2,v England,Brisbane,17-Jan-14
GJ Maxwell (AUS),54,56,39,8,0,138.46,2,v England,Brisbane,17-Jan-14
BJ Haddin (AUS),26,46,35,2,0,74.28,2,v England,Brisbane,17-Jan-14
NM Coulter-Nile (AUS),16,28,23,0,1,69.56,2,v England,Brisbane,17-Jan-14
JP Faulkner (AUS),69*,66,47,3,5,146.8,2,v England,Brisbane,17-Jan-14
MG Johnson (AUS),1,12,10,0,0,10,2,v England,Brisbane,17-Jan-14
CJ McKay (AUS),2*,27,9,0,0,22.22,2,v England,Brisbane,17-Jan-14
MJ Guptill (NZ),8,32,23,1,0,34.78,1,v India,Napier,19-Jan-14
JD Ryder (NZ),18,16,16,3,1,112.5,1,v India,Napier,19-Jan-14
KS Williamson (NZ),71,110,88,7,0,80.68,1,v India,Napier,19-Jan-14
LRPL Taylor (NZ),55,109,82,1,0,67.07,1,v India,Napier,19-Jan-14
BB McCullum (NZ),30,41,25,4,0,120,1,v India,Napier,19-Jan-14
CJ Anderson (NZ),68*,69,40,3,4,170,1,v India,Napier,19-Jan-14
L Ronchi (NZ),30,29,18,2,2,166.66,1,v India,Napier,19-Jan-14
NL McCullum (NZ),2,6,5,0,0,40,1,v India,Napier,19-Jan-14
TG Southee (NZ),3*,5,3,0,0,100,1,v India,Napier,19-Jan-14
MJ McClenaghan (NZ),DNB,-,-,-,-,-,1,v India,Napier,19-Jan-14
AF Milne (NZ),DNB,-,-,-,-,-,1,v India,Napier,19-Jan-14
RG Sharma (INDIA),3,24,23,0,0,13.04,2,v New Zealand,Napier,19-Jan-14
S Dhawan (INDIA),32,84,46,3,0,69.56,2,v New Zealand,Napier,19-Jan-14
V Kohli (INDIA),123,179,111,11,2,110.81,2,v New Zealand,Napier,19-Jan-14
AM Rahane (INDIA),7,10,13,0,0,53.84,2,v New Zealand,Napier,19-Jan-14
SK Raina (INDIA),18,26,22,2,0,81.81,2,v New Zealand,Napier,19-Jan-14
MS Dhoni (INDIA),40,72,46,2,2,86.95,2,v New Zealand,Napier,19-Jan-14
RA Jadeja (INDIA),0,2,3,0,0,0,2,v New Zealand,Napier,19-Jan-14
R Ashwin (INDIA),12,20,10,0,1,120,2,v New Zealand,Napier,19-Jan-14
B Kumar (INDIA),6,4,4,1,0,150,2,v New Zealand,Napier,19-Jan-14
I Sharma (INDIA),5,14,10,0,0,50,2,v New Zealand,Napier,19-Jan-14
Mohammed Shami (INDIA),7*,4,4,1,0,175,2,v New Zealand,Napier,19-Jan-14
AN Cook (ENG),35,35,36,5,1,97.22,1,v Australia,Sydney,19-Jan-14
IR Bell (ENG),29,56,35,4,0,82.85,1,v Australia,Sydney,19-Jan-14
BA Stokes (ENG),15,47,39,0,0,38.46,1,v Australia,Sydney,19-Jan-14
GS Ballance (ENG),26,50,42,2,0,61.9,1,v Australia,Sydney,19-Jan-14
EJG Morgan (ENG),54,78,58,4,2,93.1,1,v Australia,Sydney,19-Jan-14
RS Bopara (ENG),21,44,36,0,0,58.33,1,v Australia,Sydney,19-Jan-14
JC Buttler (ENG),4,17,8,0,0,50,1,v Australia,Sydney,19-Jan-14
TT Bresnan (ENG),41*,36,29,3,2,141.37,1,v Australia,Sydney,19-Jan-14
SCJ Broad (ENG),1,4,4,0,0,25,1,v Australia,Sydney,19-Jan-14
CJ Jordan (ENG),10,17,12,1,0,83.33,1,v Australia,Sydney,19-Jan-14
JC Tredwell (ENG),2*,5,2,0,0,100,1,v Australia,Sydney,19-Jan-14
AJ Finch (AUS),22,32,20,3,0,110,2,v England,Sydney,19-Jan-14
DA Warner (AUS),71,85,70,7,2,101.42,2,v England,Sydney,19-Jan-14
SE Marsh (AUS),71*,144,89,7,0,79.77,2,v England,Sydney,19-Jan-14
MJ Clarke (AUS),34,38,28,4,0,121.42,2,v England,Sydney,19-Jan-14
BJ Haddin (AUS),35*,52,33,5,1,106.06,2,v England,Sydney,19-Jan-14
JP Faulkner (AUS),DNB,-,-,-,-,-,2,v England,Sydney,19-Jan-14
JL Pattinson (AUS),DNB,-,-,-,-,-,2,v England,Sydney,19-Jan-14
NM Coulter-Nile (AUS),DNB,-,-,-,-,-,2,v England,Sydney,19-Jan-14
DT Christian (AUS),DNB,-,-,-,-,-,2,v England,Sydney,19-Jan-14
XJ Doherty (AUS),DNB,-,-,-,-,-,2,v England,Sydney,19-Jan-14
GJ Maxwell (AUS),DNB,-,-,-,-,-,2,v England,Sydney,19-Jan-14
MJ Guptill (NZ),44,77,65,5,1,67.69,1,v India,Hamilton,22-Jan-14
JD Ryder (NZ),20,21,11,4,0,181.81,1,v India,Hamilton,22-Jan-14
KS Williamson (NZ),77,99,87,5,1,88.5,1,v India,Hamilton,22-Jan-14
LRPL Taylor (NZ),57,79,56,7,0,101.78,1,v India,Hamilton,22-Jan-14
CJ Anderson (NZ),44,25,17,2,5,258.82,1,v India,Hamilton,22-Jan-14
BB McCullum (NZ),0,3,1,0,0,0,1,v India,Hamilton,22-Jan-14
L Ronchi (NZ),18*,14,10,2,1,180,1,v India,Hamilton,22-Jan-14
NL McCullum (NZ),1,3,3,0,0,33.33,1,v India,Hamilton,22-Jan-14
KD Mills (NZ),2*,8,2,0,0,100,1,v India,Hamilton,22-Jan-14
TG Southee (NZ),DNB,-,-,-,-,-,1,v India,Hamilton,22-Jan-14
MJ McClenaghan (NZ),DNB,-,-,-,-,-,1,v India,Hamilton,22-Jan-14
S Dhawan (INDIA),12,32,22,2,0,54.54,2,v New Zealand,Hamilton,22-Jan-14
RG Sharma (INDIA),20,42,34,2,1,58.82,2,v New Zealand,Hamilton,22-Jan-14
V Kohli (INDIA),78,88,65,7,2,120,2,v New Zealand,Hamilton,22-Jan-14
AM Rahane (INDIA),36,52,42,4,0,85.71,2,v New Zealand,Hamilton,22-Jan-14
MS Dhoni (INDIA),56,81,44,7,1,127.27,2,v New Zealand,Hamilton,22-Jan-14
SK Raina (INDIA),35,36,22,6,0,159.09,2,v New Zealand,Hamilton,22-Jan-14
RA Jadeja (INDIA),12,20,8,0,1,150,2,v New Zealand,Hamilton,22-Jan-14
R Ashwin (INDIA),5,7,4,1,0,125,2,v New Zealand,Hamilton,22-Jan-14
B Kumar (INDIA),11,9,6,2,0,183.33,2,v New Zealand,Hamilton,22-Jan-14
Mohammed Shami (INDIA),1*,5,1,0,0,100,2,v New Zealand,Hamilton,22-Jan-14
I Sharma (INDIA),1*,1,1,0,0,100,2,v New Zealand,Hamilton,22-Jan-14
MH Cross (SCOT),4,26,12,0,0,33.33,1,v Canada,Christchurch,23-Jan-14
CS MacLeod (SCOT),175,201,141,14,5,124.11,1,v Canada,Christchurch,23-Jan-14
MW Machan (SCOT),68,98,70,6,0,97.14,1,v Canada,Christchurch,23-Jan-14
PL Mommsen (SCOT),6,15,15,0,0,40,1,v Canada,Christchurch,23-Jan-14
FRJ Coleman (SCOT),40,59,35,6,0,114.28,1,v Canada,Christchurch,23-Jan-14
RML Taylor (SCOT),10,12,7,1,0,142.85,1,v Canada,Christchurch,23-Jan-14
RD Berrington (SCOT),1,5,3,0,0,33.33,1,v Canada,Christchurch,23-Jan-14
MA Leask (SCOT),12,18,9,0,1,133.33,1,v Canada,Christchurch,23-Jan-14
SM Sharif (SCOT),4,4,4,0,0,100,1,v Canada,Christchurch,23-Jan-14
RM Haq (SCOT),7*,6,6,0,0,116.66,1,v Canada,Christchurch,23-Jan-14
I Wardlaw (SCOT),0*,1,0,0,0,-,1,v Canada,Christchurch,23-Jan-14
R Gunasekera (CAN),0,2,3,0,0,0,2,v Scotland,Christchurch,23-Jan-14
NR Kumar (CAN),26,32,23,5,0,113.04,2,v Scotland,Christchurch,23-Jan-14
Zeeshan Siddiqi (CAN),7,27,21,1,0,33.33,2,v Scotland,Christchurch,23-Jan-14
AS Hansra (CAN),2,5,3,0,0,66.66,2,v Scotland,Christchurch,23-Jan-14
Raza-ur-Rehman (CAN),16,28,19,2,0,84.21,2,v Scotland,Christchurch,23-Jan-14
TC Bastiampillai (CAN),11,41,33,0,1,33.33,2,v Scotland,Christchurch,23-Jan-14
Hamza Tariq (CAN),71,103,70,13,1,101.42,2,v Scotland,Christchurch,23-Jan-14
Junaid Siddiqui (CAN),5,40,30,0,0,16.66,2,v Scotland,Christchurch,23-Jan-14
HS Baidwan (CAN),1,6,5,0,0,20,2,v Scotland,Christchurch,23-Jan-14
Khurram Chohan (CAN),9,27,25,1,0,36,2,v Scotland,Christchurch,23-Jan-14
JOA Gordon (CAN),0*,11,4,0,0,0,2,v Scotland,Christchurch,23-Jan-14
SJ Myburgh (NL),0,5,5,0,0,0,1,v Kenya,Lincoln,23-Jan-14
ES Szwarczynski (NL),57,116,94,5,0,60.63,1,v Kenya,Lincoln,23-Jan-14
W Barresi (NL),137*,184,150,11,2,91.33,1,v Kenya,Lincoln,23-Jan-14
PW Borren (NL),28,20,18,2,2,155.55,1,v Kenya,Lincoln,23-Jan-14
MR Swart (NL),29,35,28,3,0,103.57,1,v Kenya,Lincoln,23-Jan-14
Mudassar Bukhari (NL),4,7,4,0,0,100,1,v Kenya,Lincoln,23-Jan-14
BN Cooper (NL),3,9,2,0,0,150,1,v Kenya,Lincoln,23-Jan-14
PA van Meekeren (NL),DNB,-,-,-,-,-,1,v Kenya,Lincoln,23-Jan-14
Ahsan Malik (NL),DNB,-,-,-,-,-,1,v Kenya,Lincoln,23-Jan-14
MJG Rippon (NL),DNB,-,-,-,-,-,1,v Kenya,Lincoln,23-Jan-14
PM Seelaar (NL),DNB,-,-,-,-,-,1,v Kenya,Lincoln,23-Jan-14
IA Karim (KENYA),108,121,84,16,0,128.57,2,v Netherlands,Lincoln,23-Jan-14
AA Obanda (KENYA),5,17,13,0,0,38.46,2,v Netherlands,Lincoln,23-Jan-14
RG Aga (KENYA),86,74,70,12,0,122.85,2,v Netherlands,Lincoln,23-Jan-14
CO Obuya (KENYA),37,36,24,3,2,154.16,2,v Netherlands,Lincoln,23-Jan-14
RR Patel (KENYA),10,16,13,1,0,76.92,2,v Netherlands,Lincoln,23-Jan-14
TM Odoyo (KENYA),0,2,2,0,0,0,2,v Netherlands,Lincoln,23-Jan-14
SO Tikolo (KENYA),7*,10,6,1,0,116.66,2,v Netherlands,Lincoln,23-Jan-14
MA Ouma (KENYA),1*,2,2,0,0,50,2,v Netherlands,Lincoln,23-Jan-14
NN Odhiambo (KENYA),DNB,-,-,-,-,-,2,v Netherlands,Lincoln,23-Jan-14
LN Onyango (KENYA),DNB,-,-,-,-,-,2,v Netherlands,Lincoln,23-Jan-14
HA Varaiya (KENYA),DNB,-,-,-,-,-,2,v Netherlands,Lincoln,23-Jan-14
AN Cook (ENG),44,53,43,8,0,102.32,1,v Australia,Perth,24-Jan-14
IR Bell (ENG),55,92,52,9,0,105.76,1,v Australia,Perth,24-Jan-14
BA Stokes (ENG),70,93,84,6,1,83.33,1,v Australia,Perth,24-Jan-14
GS Ballance (ENG),18,42,30,1,0,60,1,v Australia,Perth,24-Jan-14
EJG Morgan (ENG),33,66,33,3,1,100,1,v Australia,Perth,24-Jan-14
RS Bopara (ENG),3,12,10,0,0,30,1,v Australia,Perth,24-Jan-14
JC Buttler (ENG),71,52,43,6,4,165.11,1,v Australia,Perth,24-Jan-14
TT Bresnan (ENG),2,12,4,0,0,50,1,v Australia,Perth,24-Jan-14
SCJ Broad (ENG),4*,2,1,1,0,400,1,v Australia,Perth,24-Jan-14
CJ Jordan (ENG),0*,1,0,0,0,-,1,v Australia,Perth,24-Jan-14
JC Tredwell (ENG),DNB,-,-,-,-,-,1,v Australia,Perth,24-Jan-14
SE Marsh (AUS),15,31,17,2,0,88.23,2,v England,Perth,24-Jan-14
AJ Finch (AUS),108,151,111,8,4,97.29,2,v England,Perth,24-Jan-14
MS Wade (AUS),23,51,42,1,0,54.76,2,v England,Perth,24-Jan-14
GJ Bailey (AUS),11,22,15,1,0,73.33,2,v England,Perth,24-Jan-14
SPD Smith (AUS),19,25,16,2,1,118.75,2,v England,Perth,24-Jan-14
GJ Maxwell (AUS),26,39,26,2,0,100,2,v England,Perth,24-Jan-14
DT Christian (AUS),23,48,19,1,1,121.05,2,v England,Perth,24-Jan-14
JP Faulkner (AUS),2,11,11,0,0,18.18,2,v England,Perth,24-Jan-14
MG Johnson (AUS),6,9,8,1,0,75,2,v England,Perth,24-Jan-14
NM Coulter-Nile (AUS),8*,15,12,0,0,66.66,2,v England,Perth,24-Jan-14
JL Pattinson (AUS),4,9,9,0,0,44.44,2,v England,Perth,24-Jan-14
MJ Guptill (NZ),111,141,129,12,2,86.04,1,v India,Auckland,25-Jan-14
JD Ryder (NZ),20,18,12,4,0,166.66,1,v India,Auckland,25-Jan-14
KS Williamson (NZ),65,98,74,4,1,87.83,1,v India,Auckland,25-Jan-14
CJ Anderson (NZ),8,6,5,0,1,160,1,v India,Auckland,25-Jan-14
LRPL Taylor (NZ),17,43,18,2,0,94.44,1,v India,Auckland,25-Jan-14
BB McCullum (NZ),0,8,3,0,0,0,1,v India,Auckland,25-Jan-14
L Ronchi (NZ),38,24,20,3,3,190,1,v India,Auckland,25-Jan-14
NL McCullum (NZ),1,5,3,0,0,33.33,1,v India,Auckland,25-Jan-14
TG Southee (NZ),27,28,23,1,3,117.39,1,v India,Auckland,25-Jan-14
MJ McClenaghan (NZ),3,15,6,0,0,50,1,v India,Auckland,25-Jan-14
HK Bennett (NZ),3*,11,7,0,0,42.85,1,v India,Auckland,25-Jan-14
RG Sharma (INDIA),39,65,38,1,4,102.63,2,v New Zealand,Auckland,25-Jan-14
S Dhawan (INDIA),28,46,25,4,1,112,2,v New Zealand,Auckland,25-Jan-14
V Kohli (INDIA),6,27,20,1,0,30,2,v New Zealand,Auckland,25-Jan-14
AM Rahane (INDIA),3,22,14,0,0,21.42,2,v New Zealand,Auckland,25-Jan-14
SK Raina (INDIA),31,59,39,3,0,79.48,2,v New Zealand,Auckland,25-Jan-14
MS Dhoni (INDIA),50,79,60,2,3,83.33,2,v New Zealand,Auckland,25-Jan-14
R Ashwin (INDIA),65,78,46,8,1,141.3,2,v New Zealand,Auckland,25-Jan-14
RA Jadeja (INDIA),66*,77,45,5,4,146.66,2,v New Zealand,Auckland,25-Jan-14
B Kumar (INDIA),4,5,3,1,0,133.33,2,v New Zealand,Auckland,25-Jan-14
Mohammed Shami (INDIA),2,11,7,0,0,28.57,2,v New Zealand,Auckland,25-Jan-14
VR Aaron (INDIA),2*,14,3,0,0,66.66,2,v New Zealand,Auckland,25-Jan-14
AJ Finch (AUS),7,21,16,1,0,43.75,1,v England,Adelaide,26-Jan-14
SE Marsh (AUS),36,85,52,3,0,69.23,1,v England,Adelaide,26-Jan-14
SR Watson (AUS),0,9,4,0,0,0,1,v England,Adelaide,26-Jan-14
MJ Clarke (AUS),8,30,26,0,0,30.76,1,v England,Adelaide,26-Jan-14
GJ Bailey (AUS),56,105,74,4,0,75.67,1,v England,Adelaide,26-Jan-14
GJ Maxwell (AUS),22,36,35,1,0,62.85,1,v England,Adelaide,26-Jan-14
MS Wade (AUS),31,58,46,2,0,67.39,1,v England,Adelaide,26-Jan-14
JP Faulkner (AUS),27,40,27,2,0,100,1,v England,Adelaide,26-Jan-14
NM Coulter-Nile (AUS),15,32,18,1,0,83.33,1,v England,Adelaide,26-Jan-14
CJ McKay (AUS),1*,4,1,0,0,100,1,v England,Adelaide,26-Jan-14
XJ Doherty (AUS),1*,3,1,0,0,100,1,v England,Adelaide,26-Jan-14
AN Cook (ENG),39,90,62,3,0,62.9,2,v Australia,Adelaide,26-Jan-14
IR Bell (ENG),14,23,23,3,0,60.86,2,v Australia,Adelaide,26-Jan-14
BA Stokes (ENG),0,10,6,0,0,0,2,v Australia,Adelaide,26-Jan-14
JE Root (ENG),55,114,86,3,1,63.95,2,v Australia,Adelaide,26-Jan-14
EJG Morgan (ENG),39,50,40,3,1,97.5,2,v Australia,Adelaide,26-Jan-14
RS Bopara (ENG),25,68,44,2,0,56.81,2,v Australia,Adelaide,26-Jan-14
JC Buttler (ENG),5,17,9,0,0,55.55,2,v Australia,Adelaide,26-Jan-14
TT Bresnan (ENG),13,15,14,0,1,92.85,2,v Australia,Adelaide,26-Jan-14
SCJ Broad (ENG),7,6,4,1,0,175,2,v Australia,Adelaide,26-Jan-14
CJ Jordan (ENG),4*,19,6,0,0,66.66,2,v Australia,Adelaide,26-Jan-14
JC Tredwell (ENG),0,7,4,0,0,0,2,v Australia,Adelaide,26-Jan-14
R Gunasekera (CAN),54,84,74,5,1,72.97,1,v Netherlands,Mount Maunganui,28-Jan-14
NR Kumar (CAN),22,42,36,1,0,61.11,1,v Netherlands,Mount Maunganui,28-Jan-14
AS Hansra (CAN),0,4,5,0,0,0,1,v Netherlands,Mount Maunganui,28-Jan-14
Raza-ur-Rehman (CAN),88,108,105,11,0,83.8,1,v Netherlands,Mount Maunganui,28-Jan-14
TC Bastiampillai (CAN),1,14,11,0,0,9.09,1,v Netherlands,Mount Maunganui,28-Jan-14
Hamza Tariq (CAN),0,7,5,0,0,0,1,v Netherlands,Mount Maunganui,28-Jan-14
Usman Limbada (CAN),19,42,37,1,0,51.35,1,v Netherlands,Mount Maunganui,28-Jan-14
Khurram Chohan (CAN),14,25,19,0,0,73.68,1,v Netherlands,Mount Maunganui,28-Jan-14
HS Baidwan (CAN),2,6,3,0,0,66.66,1,v Netherlands,Mount Maunganui,28-Jan-14
JOA Gordon (CAN),4,11,7,0,0,57.14,1,v Netherlands,Mount Maunganui,28-Jan-14
PA Desai (CAN),0*,2,0,0,0,-,1,v Netherlands,Mount Maunganui,28-Jan-14
SJ Myburgh (NL),36,65,52,3,1,69.23,2,v Canada,Mount Maunganui,28-Jan-14
ES Szwarczynski (NL),75*,137,116,7,0,64.65,2,v Canada,Mount Maunganui,28-Jan-14
W Barresi (NL),28,23,21,4,1,133.33,2,v Canada,Mount Maunganui,28-Jan-14
PW Borren (NL),61*,49,34,8,2,179.41,2,v Canada,Mount Maunganui,28-Jan-14
Ahsan Malik (NL),DNB,-,-,-,-,-,2,v Canada,Mount Maunganui,28-Jan-14
VJ Kingma (NL),DNB,-,-,-,-,-,2,v Canada,Mount Maunganui,28-Jan-14
MR Swart (NL),DNB,-,-,-,-,-,2,v Canada,Mount Maunganui,28-Jan-14
PM Seelaar (NL),DNB,-,-,-,-,-,2,v Canada,Mount Maunganui,28-Jan-14
BN Cooper (NL),DNB,-,-,-,-,-,2,v Canada,Mount Maunganui,28-Jan-14
MJG Rippon (NL),DNB,-,-,-,-,-,2,v Canada,Mount Maunganui,28-Jan-14
Mudassar Bukhari (NL),DNB,-,-,-,-,-,2,v Canada,Mount Maunganui,28-Jan-14
RG Sharma (INDIA),79,131,94,6,4,84.04,1,v New Zealand,Hamilton,28-Jan-14
V Kohli (INDIA),2,14,10,0,0,20,1,v New Zealand,Hamilton,28-Jan-14
AM Rahane (INDIA),3,22,8,0,0,37.5,1,v New Zealand,Hamilton,28-Jan-14
AT Rayudu (INDIA),37,64,58,3,2,63.79,1,v New Zealand,Hamilton,28-Jan-14
MS Dhoni (INDIA),79*,111,73,6,3,108.21,1,v New Zealand,Hamilton,28-Jan-14
R Ashwin (INDIA),5,3,3,1,0,166.66,1,v New Zealand,Hamilton,28-Jan-14
RA Jadeja (INDIA),62*,78,54,8,2,114.81,1,v New Zealand,Hamilton,28-Jan-14
VR Aaron (INDIA),DNB,-,-,-,-,-,1,v New Zealand,Hamilton,28-Jan-14
Mohammed Shami (INDIA),DNB,-,-,-,-,-,1,v New Zealand,Hamilton,28-Jan-14
B Kumar (INDIA),DNB,-,-,-,-,-,1,v New Zealand,Hamilton,28-Jan-14
STR Binny (INDIA),DNB,-,-,-,-,-,1,v New Zealand,Hamilton,28-Jan-14
MJ Guptill (NZ),35,35,27,6,1,129.62,2,v India,Hamilton,28-Jan-14
JD Ryder (NZ),19,30,18,4,0,105.55,2,v India,Hamilton,28-Jan-14
KS Williamson (NZ),60,100,82,2,2,73.17,2,v India,Hamilton,28-Jan-14
LRPL Taylor (NZ),112*,152,127,15,0,88.18,2,v India,Hamilton,28-Jan-14
BB McCullum (NZ),49*,56,36,4,3,136.11,2,v India,Hamilton,28-Jan-14
NL McCullum (NZ),DNB,-,-,-,-,-,2,v India,Hamilton,28-Jan-14
KD Mills (NZ),DNB,-,-,-,-,-,2,v India,Hamilton,28-Jan-14
HK Bennett (NZ),DNB,-,-,-,-,-,2,v India,Hamilton,28-Jan-14
L Ronchi (NZ),DNB,-,-,-,-,-,2,v India,Hamilton,28-Jan-14
JDS Neesham (NZ),DNB,-,-,-,-,-,2,v India,Hamilton,28-Jan-14
TG Southee (NZ),DNB,-,-,-,-,-,2,v India,Hamilton,28-Jan-14
IA Karim (KENYA),23,49,39,2,0,58.97,1,v Scotland,Christchurch,30-Jan-14
AA Obanda (KENYA),89,156,101,8,1,88.11,1,v Scotland,Christchurch,30-Jan-14
RG Aga (KENYA),15,18,16,2,0,93.75,1,v Scotland,Christchurch,30-Jan-14
CO Obuya (KENYA),29,48,44,2,0,65.9,1,v Scotland,Christchurch,30-Jan-14
MA Ouma (KENYA),4,15,12,0,0,33.33,1,v Scotland,Christchurch,30-Jan-14
RR Patel (KENYA),38,62,43,2,0,88.37,1,v Scotland,Christchurch,30-Jan-14
TM Odoyo (KENYA),2,6,5,0,0,40,1,v Scotland,Christchurch,30-Jan-14
NN Odhiambo (KENYA),7,11,13,1,0,53.84,1,v Scotland,Christchurch,30-Jan-14
HA Varaiya (KENYA),13,19,13,2,0,100,1,v Scotland,Christchurch,30-Jan-14
SO Ngoche (KENYA),9*,10,5,0,1,180,1,v Scotland,Christchurch,30-Jan-14
E Otieno (KENYA),7,8,9,1,0,77.77,1,v Scotland,Christchurch,30-Jan-14
MH Cross (SCOT),55,87,61,7,0,90.16,2,v Kenya,Christchurch,30-Jan-14
CS MacLeod (SCOT),17,25,20,1,1,85,2,v Kenya,Christchurch,30-Jan-14
MW Machan (SCOT),13,17,10,0,1,130,2,v Kenya,Christchurch,30-Jan-14
PL Mommsen (SCOT),78,143,97,4,1,80.41,2,v Kenya,Christchurch,30-Jan-14
FRJ Coleman (SCOT),3,11,8,0,0,37.5,2,v Kenya,Christchurch,30-Jan-14
RD Berrington (SCOT),30,47,46,2,0,65.21,2,v Kenya,Christchurch,30-Jan-14
MA Leask (SCOT),5,7,8,0,0,62.5,2,v Kenya,Christchurch,30-Jan-14
RML Taylor (SCOT),46*,53,37,3,1,124.32,2,v Kenya,Christchurch,30-Jan-14
SM Sharif (SCOT),10*,20,11,0,0,90.9,2,v Kenya,Christchurch,30-Jan-14
I Wardlaw (SCOT),DNB,-,-,-,-,-,2,v Kenya,Christchurch,30-Jan-14
RM Haq (SCOT),DNB,-,-,-,-,-,2,v Kenya,Christchurch,30-Jan-14
MJ Guptill (NZ),16,54,35,2,0,45.71,1,v India,Wellington,31-Jan-14
JD Ryder (NZ),17,33,26,1,1,65.38,1,v India,Wellington,31-Jan-14
KS Williamson (NZ),88,117,91,8,1,96.7,1,v India,Wellington,31-Jan-14
