Player,Overs,Maidens,Runs,Wkts,Econ,Inns,Oppn,Ground,Date
JM How (NZ),DNB,-,-,-,-,2,v India,Chennai,10-Dec-10
MJ Guptill (NZ),DNB,-,-,-,-,2,v India,Chennai,10-Dec-10
BB McCullum (NZ),DNB,-,-,-,-,2,v India,Chennai,10-Dec-10
JEC Franklin (NZ),DNB,-,-,-,-,2,v India,Chennai,10-Dec-10
Mashrafe Mortaza (BDESH),8,2,25,2,3.12,1,v Zimbabwe,Chattogram,12-Dec-10
Shafiul Islam (BDESH),7,1,10,0,1.42,1,v Zimbabwe,Chattogram,12-Dec-10
Naeem Islam (BDESH),8,0,30,0,3.75,1,v Zimbabwe,Chattogram,12-Dec-10
Abdur Razzak (BDESH),10,0,31,0,3.1,1,v Zimbabwe,Chattogram,12-Dec-10
Sohrawordi Shuvo (BDESH),7,0,28,0,4,1,v Zimbabwe,Chattogram,12-Dec-10
Shakib Al Hasan (BDESH),10,0,58,3,5.8,1,v Zimbabwe,Chattogram,12-Dec-10
Imrul Kayes (BDESH),DNB,-,-,-,-,1,v Zimbabwe,Chattogram,12-Dec-10
Junaid Siddique (BDESH),DNB,-,-,-,-,1,v Zimbabwe,Chattogram,12-Dec-10
Tamim Iqbal (BDESH),DNB,-,-,-,-,1,v Zimbabwe,Chattogram,12-Dec-10
Mushfiqur Rahim (BDESH),DNB,-,-,-,-,1,v Zimbabwe,Chattogram,12-Dec-10
Raqibul Hasan (BDESH),DNB,-,-,-,-,1,v Zimbabwe,Chattogram,12-Dec-10
CB Mpofu (ZIM),7,0,40,1,5.71,2,v Bangladesh,Chattogram,12-Dec-10
P Utseya (ZIM),10,1,29,0,2.9,2,v Bangladesh,Chattogram,12-Dec-10
RW Price (ZIM),10,1,25,1,2.5,2,v Bangladesh,Chattogram,12-Dec-10
BRM Taylor (ZIM),2,0,14,0,7,2,v Bangladesh,Chattogram,12-Dec-10
AG Cremer (ZIM),10,1,53,1,5.3,2,v Bangladesh,Chattogram,12-Dec-10
KM Dabengwa (ZIM),4,0,23,1,5.75,2,v Bangladesh,Chattogram,12-Dec-10
RW Chakabva (ZIM),DNB,-,-,-,-,2,v Bangladesh,Chattogram,12-Dec-10
CR Ervine (ZIM),DNB,-,-,-,-,2,v Bangladesh,Chattogram,12-Dec-10
E Chigumbura (ZIM),DNB,-,-,-,-,2,v Bangladesh,Chattogram,12-Dec-10
T Taibu (ZIM),DNB,-,-,-,-,2,v Bangladesh,Chattogram,12-Dec-10
H Masakadza (ZIM),DNB,-,-,-,-,2,v Bangladesh,Chattogram,12-Dec-10
Z Khan (INDIA),10,0,44,2,4.4,1,v South Africa,Durban,12-Jan-11
A Nehra (INDIA),6,0,61,1,10.16,1,v South Africa,Durban,12-Jan-11
MM Patel (INDIA),7,1,36,2,5.14,1,v South Africa,Durban,12-Jan-11
Harbhajan Singh (INDIA),10,0,56,1,5.6,1,v South Africa,Durban,12-Jan-11
Yuvraj Singh (INDIA),6,0,32,0,5.33,1,v South Africa,Durban,12-Jan-11
RG Sharma (INDIA),7,0,30,2,4.28,1,v South Africa,Durban,12-Jan-11
SK Raina (INDIA),4,0,21,1,5.25,1,v South Africa,Durban,12-Jan-11
M Vijay (INDIA),DNB,-,-,-,-,1,v South Africa,Durban,12-Jan-11
SR Tendulkar (INDIA),DNB,-,-,-,-,1,v South Africa,Durban,12-Jan-11
V Kohli (INDIA),DNB,-,-,-,-,1,v South Africa,Durban,12-Jan-11
MS Dhoni (INDIA),DNB,-,-,-,-,1,v South Africa,Durban,12-Jan-11
DW Steyn (SA),6,0,29,2,4.83,2,v India,Durban,12-Jan-11
LL Tsotsobe (SA),8.4,0,31,4,3.57,2,v India,Durban,12-Jan-11
M Morkel (SA),5,0,12,2,2.4,2,v India,Durban,12-Jan-11
WD Parnell (SA),7,0,25,1,3.57,2,v India,Durban,12-Jan-11
J Botha (SA),7,0,46,0,6.57,2,v India,Durban,12-Jan-11
JP Duminy (SA),2,0,7,0,3.5,2,v India,Durban,12-Jan-11
AB de Villiers (SA),DNB,-,-,-,-,2,v India,Durban,12-Jan-11
GC Smith (SA),DNB,-,-,-,-,2,v India,Durban,12-Jan-11
HM Amla (SA),DNB,-,-,-,-,2,v India,Durban,12-Jan-11
DA Miller (SA),DNB,-,-,-,-,2,v India,Durban,12-Jan-11
CA Ingram (SA),DNB,-,-,-,-,2,v India,Durban,12-Jan-11
DW Steyn (SA),9.2,1,35,2,3.75,1,v India,Johannesburg,15-Jan-11
LL Tsotsobe (SA),10,2,22,4,2.2,1,v India,Johannesburg,15-Jan-11
WD Parnell (SA),7,0,43,0,6.14,1,v India,Johannesburg,15-Jan-11
M Morkel (SA),8,0,32,2,4,1,v India,Johannesburg,15-Jan-11
J Botha (SA),10,0,35,1,3.5,1,v India,Johannesburg,15-Jan-11
JP Duminy (SA),3,0,19,0,6.33,1,v India,Johannesburg,15-Jan-11
GC Smith (SA),DNB,-,-,-,-,1,v India,Johannesburg,15-Jan-11
HM Amla (SA),DNB,-,-,-,-,1,v India,Johannesburg,15-Jan-11
DA Miller (SA),DNB,-,-,-,-,1,v India,Johannesburg,15-Jan-11
CA Ingram (SA),DNB,-,-,-,-,1,v India,Johannesburg,15-Jan-11
AB de Villiers (SA),DNB,-,-,-,-,1,v India,Johannesburg,15-Jan-11
Z Khan (INDIA),9,0,37,2,4.11,2,v South Africa,Johannesburg,15-Jan-11
MM Patel (INDIA),8,0,29,4,3.62,2,v South Africa,Johannesburg,15-Jan-11
A Nehra (INDIA),7,1,44,1,6.28,2,v South Africa,Johannesburg,15-Jan-11
Harbhajan Singh (INDIA),10,0,32,1,3.2,2,v South Africa,Johannesburg,15-Jan-11
SK Raina (INDIA),6,0,27,0,4.5,2,v South Africa,Johannesburg,15-Jan-11
RG Sharma (INDIA),2,0,12,1,6,2,v South Africa,Johannesburg,15-Jan-11
Yuvraj Singh (INDIA),1,0,3,0,3,2,v South Africa,Johannesburg,15-Jan-11
SR Tendulkar (INDIA),DNB,-,-,-,-,2,v South Africa,Johannesburg,15-Jan-11
V Kohli (INDIA),DNB,-,-,-,-,2,v South Africa,Johannesburg,15-Jan-11
MS Dhoni (INDIA),DNB,-,-,-,-,2,v South Africa,Johannesburg,15-Jan-11
M Vijay (INDIA),DNB,-,-,-,-,2,v South Africa,Johannesburg,15-Jan-11
B Lee (AUS),9,0,43,2,4.77,1,v England,Melbourne,16-Jan-11
DE Bollinger (AUS),9,0,57,1,6.33,1,v England,Melbourne,16-Jan-11
DJ Hussey (AUS),6,0,42,2,7,1,v England,Melbourne,16-Jan-11
MG Johnson (AUS),7.4,0,53,2,6.91,1,v England,Melbourne,16-Jan-11
SR Watson (AUS),8,0,44,0,5.5,1,v England,Melbourne,16-Jan-11
XJ Doherty (AUS),7,0,40,0,5.71,1,v England,Melbourne,16-Jan-11
SPD Smith (AUS),3,0,12,2,4,1,v England,Melbourne,16-Jan-11
CL White (AUS),DNB,-,-,-,-,1,v England,Melbourne,16-Jan-11
MEK Hussey (AUS),DNB,-,-,-,-,1,v England,Melbourne,16-Jan-11
BJ Haddin (AUS),DNB,-,-,-,-,1,v England,Melbourne,16-Jan-11
MJ Clarke (AUS),DNB,-,-,-,-,1,v England,Melbourne,16-Jan-11
TT Bresnan (ENG),10,0,71,2,7.1,2,v Australia,Melbourne,16-Jan-11
CT Tremlett (ENG),10,0,67,0,6.7,2,v Australia,Melbourne,16-Jan-11
A Shahzad (ENG),9.1,0,51,1,5.56,2,v Australia,Melbourne,16-Jan-11
MH Yardy (ENG),9,0,53,0,5.88,2,v Australia,Melbourne,16-Jan-11
GP Swann (ENG),10,0,42,1,4.2,2,v Australia,Melbourne,16-Jan-11
IJL Trott (ENG),1,0,7,0,7,2,v Australia,Melbourne,16-Jan-11
SM Davies (ENG),DNB,-,-,-,-,2,v Australia,Melbourne,16-Jan-11
IR Bell (ENG),DNB,-,-,-,-,2,v Australia,Melbourne,16-Jan-11
EJG Morgan (ENG),DNB,-,-,-,-,2,v Australia,Melbourne,16-Jan-11
KP Pietersen (ENG),DNB,-,-,-,-,2,v Australia,Melbourne,16-Jan-11
AJ Strauss (ENG),DNB,-,-,-,-,2,v Australia,Melbourne,16-Jan-11
Z Khan (INDIA),9.2,0,43,3,4.6,1,v South Africa,Cape Town,18-Jan-11
MM Patel (INDIA),10,1,42,2,4.2,1,v South Africa,Cape Town,18-Jan-11
A Nehra (INDIA),7,0,42,0,6,1,v South Africa,Cape Town,18-Jan-11
Harbhajan Singh (INDIA),9,1,23,2,2.55,1,v South Africa,Cape Town,18-Jan-11
YK Pathan (INDIA),6,0,27,1,4.5,1,v South Africa,Cape Town,18-Jan-11
Yuvraj Singh (INDIA),6,0,30,0,5,1,v South Africa,Cape Town,18-Jan-11
RG Sharma (INDIA),1,0,5,0,5,1,v South Africa,Cape Town,18-Jan-11
SK Raina (INDIA),1,0,8,0,8,1,v South Africa,Cape Town,18-Jan-11
MS Dhoni (INDIA),DNB,-,-,-,-,1,v South Africa,Cape Town,18-Jan-11
M Vijay (INDIA),DNB,-,-,-,-,1,v South Africa,Cape Town,18-Jan-11
V Kohli (INDIA),DNB,-,-,-,-,1,v South Africa,Cape Town,18-Jan-11
DW Steyn (SA),10,1,31,2,3.1,2,v India,Cape Town,18-Jan-11
LL Tsotsobe (SA),10,0,41,1,4.1,2,v India,Cape Town,18-Jan-11
WD Parnell (SA),8,0,53,0,6.62,2,v India,Cape Town,18-Jan-11
M Morkel (SA),10,0,28,3,2.8,2,v India,Cape Town,18-Jan-11
J Botha (SA),7.2,1,48,1,6.54,2,v India,Cape Town,18-Jan-11
JP Duminy (SA),2,0,9,1,4.5,2,v India,Cape Town,18-Jan-11
F du Plessis (SA),1,0,8,0,8,2,v India,Cape Town,18-Jan-11
HM Amla (SA),DNB,-,-,-,-,2,v India,Cape Town,18-Jan-11
AB de Villiers (SA),DNB,-,-,-,-,2,v India,Cape Town,18-Jan-11
CA Ingram (SA),DNB,-,-,-,-,2,v India,Cape Town,18-Jan-11
GC Smith (SA),DNB,-,-,-,-,2,v India,Cape Town,18-Jan-11
A Shahzad (ENG),10,1,43,3,4.3,1,v Australia,Hobart,21-Jan-11
CT Tremlett (ENG),9.2,0,22,3,2.35,1,v Australia,Hobart,21-Jan-11
TT Bresnan (ENG),9,1,37,2,4.11,1,v Australia,Hobart,21-Jan-11
IJL Trott (ENG),3,0,16,0,5.33,1,v Australia,Hobart,21-Jan-11
JC Tredwell (ENG),8,0,44,0,5.5,1,v Australia,Hobart,21-Jan-11
MH Yardy (ENG),9,1,61,2,6.77,1,v Australia,Hobart,21-Jan-11
AJ Strauss (ENG),DNB,-,-,-,-,1,v Australia,Hobart,21-Jan-11
MJ Prior (ENG),DNB,-,-,-,-,1,v Australia,Hobart,21-Jan-11
IR Bell (ENG),DNB,-,-,-,-,1,v Australia,Hobart,21-Jan-11
KP Pietersen (ENG),DNB,-,-,-,-,1,v Australia,Hobart,21-Jan-11
EJG Morgan (ENG),DNB,-,-,-,-,1,v Australia,Hobart,21-Jan-11
B Lee (AUS),9,0,39,2,4.33,2,v England,Hobart,21-Jan-11
SW Tait (AUS),5.5,0,30,0,5.14,2,v England,Hobart,21-Jan-11
DE Bollinger (AUS),9,0,28,4,3.11,2,v England,Hobart,21-Jan-11
SR Watson (AUS),9,0,32,1,3.55,2,v England,Hobart,21-Jan-11
NM Hauritz (AUS),8,0,36,0,4.5,2,v England,Hobart,21-Jan-11
SPD Smith (AUS),2,0,5,1,2.5,2,v England,Hobart,21-Jan-11
MJ Clarke (AUS),0.1,0,0,0,0,2,v England,Hobart,21-Jan-11
DJ Hussey (AUS),2,0,8,0,4,2,v England,Hobart,21-Jan-11
SE Marsh (AUS),DNB,-,-,-,-,2,v England,Hobart,21-Jan-11
CL White (AUS),DNB,-,-,-,-,2,v England,Hobart,21-Jan-11
BJ Haddin (AUS),DNB,-,-,-,-,2,v England,Hobart,21-Jan-11
Z Khan (INDIA),9,1,55,0,6.11,1,v South Africa,Port Elizabeth,21-Jan-11
MM Patel (INDIA),8,1,49,0,6.12,1,v South Africa,Port Elizabeth,21-Jan-11
A Nehra (INDIA),6,0,27,1,4.5,1,v South Africa,Port Elizabeth,21-Jan-11
Harbhajan Singh (INDIA),10,0,61,0,6.1,1,v South Africa,Port Elizabeth,21-Jan-11
Yuvraj Singh (INDIA),8,0,34,3,4.25,1,v South Africa,Port Elizabeth,21-Jan-11
RG Sharma (INDIA),2,0,6,0,3,1,v South Africa,Port Elizabeth,21-Jan-11
SK Raina (INDIA),3,0,13,0,4.33,1,v South Africa,Port Elizabeth,21-Jan-11
YK Pathan (INDIA),4,0,18,0,4.5,1,v South Africa,Port Elizabeth,21-Jan-11
PA Patel (INDIA),DNB,-,-,-,-,1,v South Africa,Port Elizabeth,21-Jan-11
V Kohli (INDIA),DNB,-,-,-,-,1,v South Africa,Port Elizabeth,21-Jan-11
MS Dhoni (INDIA),DNB,-,-,-,-,1,v South Africa,Port Elizabeth,21-Jan-11
DW Steyn (SA),4,0,15,0,3.75,2,v India,Port Elizabeth,21-Jan-11
LL Tsotsobe (SA),6,1,25,2,4.16,2,v India,Port Elizabeth,21-Jan-11
M Morkel (SA),6,1,13,1,2.16,2,v India,Port Elizabeth,21-Jan-11
J Botha (SA),6.5,0,27,1,3.95,2,v India,Port Elizabeth,21-Jan-11
RJ Peterson (SA),8,0,46,2,5.75,2,v India,Port Elizabeth,21-Jan-11
F du Plessis (SA),1,0,5,0,5,2,v India,Port Elizabeth,21-Jan-11
JP Duminy (SA),1,0,9,0,9,2,v India,Port Elizabeth,21-Jan-11
MN van Wyk (SA),DNB,-,-,-,-,2,v India,Port Elizabeth,21-Jan-11
GC Smith (SA),DNB,-,-,-,-,2,v India,Port Elizabeth,21-Jan-11
HM Amla (SA),DNB,-,-,-,-,2,v India,Port Elizabeth,21-Jan-11
AB de Villiers (SA),DNB,-,-,-,-,2,v India,Port Elizabeth,21-Jan-11
JEC Franklin (NZ),4,1,13,0,3.25,1,v Pakistan,Wellington,22-Jan-11
TG Southee (NZ),9.3,0,33,5,3.47,1,v Pakistan,Wellington,22-Jan-11
JDP Oram (NZ),10,0,33,2,3.3,1,v Pakistan,Wellington,22-Jan-11
HK Bennett (NZ),8,0,26,3,3.25,1,v Pakistan,Wellington,22-Jan-11
DL Vettori (NZ),6,0,18,0,3,1,v Pakistan,Wellington,22-Jan-11
JD Ryder (NZ),DNB,-,-,-,-,1,v Pakistan,Wellington,22-Jan-11
BB McCullum (NZ),DNB,-,-,-,-,1,v Pakistan,Wellington,22-Jan-11
SB Styris (NZ),DNB,-,-,-,-,1,v Pakistan,Wellington,22-Jan-11
MJ Guptill (NZ),DNB,-,-,-,-,1,v Pakistan,Wellington,22-Jan-11
NL McCullum (NZ),DNB,-,-,-,-,1,v Pakistan,Wellington,22-Jan-11
LRPL Taylor (NZ),DNB,-,-,-,-,1,v Pakistan,Wellington,22-Jan-11
Shoaib Akhtar (PAK),4,0,47,0,11.75,2,v New Zealand,Wellington,22-Jan-11
Sohail Tanvir (PAK),7,0,39,1,5.57,2,v New Zealand,Wellington,22-Jan-11
Abdul Razzaq (PAK),4,0,21,0,5.25,2,v New Zealand,Wellington,22-Jan-11
Shahid Afridi (PAK),1.2,0,7,0,5.25,2,v New Zealand,Wellington,22-Jan-11
Abdur Rehman (PAK),1,0,10,0,10,2,v New Zealand,Wellington,22-Jan-11
Asad Shafiq (PAK),DNB,-,-,-,-,2,v New Zealand,Wellington,22-Jan-11
Misbah-ul-Haq (PAK),DNB,-,-,-,-,2,v New Zealand,Wellington,22-Jan-11
Kamran Akmal (PAK),DNB,-,-,-,-,2,v New Zealand,Wellington,22-Jan-11
Umar Akmal (PAK),DNB,-,-,-,-,2,v New Zealand,Wellington,22-Jan-11
Mohammad Hafeez (PAK),DNB,-,-,-,-,2,v New Zealand,Wellington,22-Jan-11
Younis Khan (PAK),DNB,-,-,-,-,2,v New Zealand,Wellington,22-Jan-11
B Lee (AUS),8,0,27,3,3.37,1,v England,Sydney,23-Jan-11
DE Bollinger (AUS),8,0,36,0,4.5,1,v England,Sydney,23-Jan-11
JW Hastings (AUS),10,0,51,1,5.1,1,v England,Sydney,23-Jan-11
SR Watson (AUS),6,0,17,1,2.83,1,v England,Sydney,23-Jan-11
SPD Smith (AUS),3,0,19,0,6.33,1,v England,Sydney,23-Jan-11
XJ Doherty (AUS),10,0,37,2,3.7,1,v England,Sydney,23-Jan-11
DJ Hussey (AUS),3,0,24,1,8,1,v England,Sydney,23-Jan-11
CL White (AUS),DNB,-,-,-,-,1,v England,Sydney,23-Jan-11
SE Marsh (AUS),DNB,-,-,-,-,1,v England,Sydney,23-Jan-11
BJ Haddin (AUS),DNB,-,-,-,-,1,v England,Sydney,23-Jan-11
MJ Clarke (AUS),DNB,-,-,-,-,1,v England,Sydney,23-Jan-11
A Shahzad (ENG),10,0,45,1,4.5,2,v Australia,Sydney,23-Jan-11
CT Tremlett (ENG),9,0,50,2,5.55,2,v Australia,Sydney,23-Jan-11
CR Woakes (ENG),7,0,31,1,4.42,2,v Australia,Sydney,23-Jan-11
LJ Wright (ENG),2,0,12,0,6,2,v Australia,Sydney,23-Jan-11
MH Yardy (ENG),10,0,45,0,4.5,2,v Australia,Sydney,23-Jan-11
PD Collingwood (ENG),8,0,25,2,3.12,2,v Australia,Sydney,23-Jan-11
IJL Trott (ENG),DNB,-,-,-,-,2,v Australia,Sydney,23-Jan-11
AJ Strauss (ENG),DNB,-,-,-,-,2,v Australia,Sydney,23-Jan-11
EJG Morgan (ENG),DNB,-,-,-,-,2,v Australia,Sydney,23-Jan-11
IR Bell (ENG),DNB,-,-,-,-,2,v Australia,Sydney,23-Jan-11
MJ Prior (ENG),DNB,-,-,-,-,2,v Australia,Sydney,23-Jan-11
Z Khan (INDIA),9,1,47,2,5.22,1,v South Africa,Centurion,23-Jan-11
MM Patel (INDIA),8,0,50,3,6.25,1,v South Africa,Centurion,23-Jan-11
PP Chawla (INDIA),7,0,32,0,4.57,1,v South Africa,Centurion,23-Jan-11
Harbhajan Singh (INDIA),8,0,33,0,4.12,1,v South Africa,Centurion,23-Jan-11
YK Pathan (INDIA),2,0,10,0,5,1,v South Africa,Centurion,23-Jan-11
Yuvraj Singh (INDIA),8,0,45,2,5.62,1,v South Africa,Centurion,23-Jan-11
RG Sharma (INDIA),2,0,14,0,7,1,v South Africa,Centurion,23-Jan-11
SK Raina (INDIA),2,0,13,0,6.5,1,v South Africa,Centurion,23-Jan-11
V Kohli (INDIA),DNB,-,-,-,-,1,v South Africa,Centurion,23-Jan-11
PA Patel (INDIA),DNB,-,-,-,-,1,v South Africa,Centurion,23-Jan-11
MS Dhoni (INDIA),DNB,-,-,-,-,1,v South Africa,Centurion,23-Jan-11
DW Steyn (SA),9,1,32,2,3.55,2,v India,Centurion,23-Jan-11
LL Tsotsobe (SA),7.2,0,57,2,7.77,2,v India,Centurion,23-Jan-11
M Morkel (SA),8,0,52,4,6.5,2,v India,Centurion,23-Jan-11
J Botha (SA),8,0,33,1,4.12,2,v India,Centurion,23-Jan-11
RJ Peterson (SA),7,0,45,1,6.42,2,v India,Centurion,23-Jan-11
F du Plessis (SA),1,0,13,0,13,2,v India,Centurion,23-Jan-11
JP Duminy (SA),DNB,-,-,-,-,2,v India,Centurion,23-Jan-11
HM Amla (SA),DNB,-,-,-,-,2,v India,Centurion,23-Jan-11
AB de Villiers (SA),DNB,-,-,-,-,2,v India,Centurion,23-Jan-11
MN van Wyk (SA),DNB,-,-,-,-,2,v India,Centurion,23-Jan-11
GC Smith (SA),DNB,-,-,-,-,2,v India,Centurion,23-Jan-11
Umar Gul (PAK),TDNB,-,-,-,-,-,v New Zealand,Queenstown,26-Jan-11
Misbah-ul-Haq (PAK),TDNB,-,-,-,-,-,v New Zealand,Queenstown,26-Jan-11
Abdul Razzaq (PAK),TDNB,-,-,-,-,-,v New Zealand,Queenstown,26-Jan-11
Sohail Tanvir (PAK),TDNB,-,-,-,-,-,v New Zealand,Queenstown,26-Jan-11
Mohammad Hafeez (PAK),TDNB,-,-,-,-,-,v New Zealand,Queenstown,26-Jan-11
Kamran Akmal (PAK),TDNB,-,-,-,-,-,v New Zealand,Queenstown,26-Jan-11
Ahmed Shehzad (PAK),TDNB,-,-,-,-,-,v New Zealand,Queenstown,26-Jan-11
Wahab Riaz (PAK),TDNB,-,-,-,-,-,v New Zealand,Queenstown,26-Jan-11
Younis Khan (PAK),TDNB,-,-,-,-,-,v New Zealand,Queenstown,26-Jan-11
Shahid Afridi (PAK),TDNB,-,-,-,-,-,v New Zealand,Queenstown,26-Jan-11
Umar Akmal (PAK),TDNB,-,-,-,-,-,v New Zealand,Queenstown,26-Jan-11
JEC Franklin (NZ),2,0,16,0,8,1,v Pakistan,Queenstown,26-Jan-11
TG Southee (NZ),2,0,10,0,5,1,v Pakistan,Queenstown,26-Jan-11
JDP Oram (NZ),0.2,0,5,0,15,1,v Pakistan,Queenstown,26-Jan-11
HK Bennett (NZ),DNB,-,-,-,-,1,v Pakistan,Queenstown,26-Jan-11
LRPL Taylor (NZ),DNB,-,-,-,-,1,v Pakistan,Queenstown,26-Jan-11
DL Vettori (NZ),DNB,-,-,-,-,1,v Pakistan,Queenstown,26-Jan-11
JD Ryder (NZ),DNB,-,-,-,-,1,v Pakistan,Queenstown,26-Jan-11
JM How (NZ),DNB,-,-,-,-,1,v Pakistan,Queenstown,26-Jan-11
SB Styris (NZ),DNB,-,-,-,-,1,v Pakistan,Queenstown,26-Jan-11
MJ Guptill (NZ),DNB,-,-,-,-,1,v Pakistan,Queenstown,26-Jan-11
BB McCullum (NZ),DNB,-,-,-,-,1,v Pakistan,Queenstown,26-Jan-11
B Lee (AUS),8,0,68,1,8.5,1,v England,Adelaide,26-Jan-11
DE Bollinger (AUS),9,0,55,0,6.11,1,v England,Adelaide,26-Jan-11
SR Watson (AUS),5,0,29,0,5.8,1,v England,Adelaide,26-Jan-11
JW Hastings (AUS),7,0,45,0,6.42,1,v England,Adelaide,26-Jan-11
XJ Doherty (AUS),10,0,44,0,4.4,1,v England,Adelaide,26-Jan-11
SPD Smith (AUS),7,0,33,3,4.71,1,v England,Adelaide,26-Jan-11
DJ Hussey (AUS),4,0,21,4,5.25,1,v England,Adelaide,26-Jan-11
BJ Haddin (AUS),DNB,-,-,-,-,1,v England,Adelaide,26-Jan-11
MJ Clarke (AUS),DNB,-,-,-,-,1,v England,Adelaide,26-Jan-11
CL White (AUS),DNB,-,-,-,-,1,v England,Adelaide,26-Jan-11
SE Marsh (AUS),DNB,-,-,-,-,1,v England,Adelaide,26-Jan-11
JM Anderson (ENG),10,1,57,2,5.7,2,v Australia,Adelaide,26-Jan-11
A Shahzad (ENG),10,0,58,1,5.8,2,v Australia,Adelaide,26-Jan-11
CT Tremlett (ENG),10,0,62,1,6.2,2,v Australia,Adelaide,26-Jan-11
PD Collingwood (ENG),7,0,22,1,3.14,2,v Australia,Adelaide,26-Jan-11
MH Yardy (ENG),6,0,36,0,6,2,v Australia,Adelaide,26-Jan-11
IJL Trott (ENG),7,0,31,2,4.42,2,v Australia,Adelaide,26-Jan-11
EJG Morgan (ENG),DNB,-,-,-,-,2,v Australia,Adelaide,26-Jan-11
KP Pietersen (ENG),DNB,-,-,-,-,2,v Australia,Adelaide,26-Jan-11
AJ Strauss (ENG),DNB,-,-,-,-,2,v Australia,Adelaide,26-Jan-11
MJ Prior (ENG),DNB,-,-,-,-,2,v Australia,Adelaide,26-Jan-11
IR Bell (ENG),DNB,-,-,-,-,2,v Australia,Adelaide,26-Jan-11
KD Mills (NZ),10,0,61,2,6.1,1,v Pakistan,Christchurch,29-Jan-11
TG Southee (NZ),10,0,57,2,5.7,1,v Pakistan,Christchurch,29-Jan-11
HK Bennett (NZ),7,0,54,2,7.71,1,v Pakistan,Christchurch,29-Jan-11
JDP Oram (NZ),9,0,55,1,6.11,1,v Pakistan,Christchurch,29-Jan-11
LJ Woodcock (NZ),10,0,46,0,4.6,1,v Pakistan,Christchurch,29-Jan-11
SB Styris (NZ),4,0,18,0,4.5,1,v Pakistan,Christchurch,29-Jan-11
LRPL Taylor (NZ),DNB,-,-,-,-,1,v Pakistan,Christchurch,29-Jan-11
JM How (NZ),DNB,-,-,-,-,1,v Pakistan,Christchurch,29-Jan-11
KS Williamson (NZ),DNB,-,-,-,-,1,v Pakistan,Christchurch,29-Jan-11
MJ Guptill (NZ),DNB,-,-,-,-,1,v Pakistan,Christchurch,29-Jan-11
BB McCullum (NZ),DNB,-,-,-,-,1,v Pakistan,Christchurch,29-Jan-11
Abdul Razzaq (PAK),5,1,28,0,5.6,2,v New Zealand,Christchurch,29-Jan-11
Sohail Tanvir (PAK),10,0,56,2,5.6,2,v New Zealand,Christchurch,29-Jan-11
Wahab Riaz (PAK),8,0,43,2,5.37,2,v New Zealand,Christchurch,29-Jan-11
Umar Gul (PAK),10,0,31,2,3.1,2,v New Zealand,Christchurch,29-Jan-11
Shahid Afridi (PAK),10,0,45,1,4.5,2,v New Zealand,Christchurch,29-Jan-11
Mohammad Hafeez (PAK),5,0,25,1,5,2,v New Zealand,Christchurch,29-Jan-11
Ahmed Shehzad (PAK),2,0,16,0,8,2,v New Zealand,Christchurch,29-Jan-11
Kamran Akmal (PAK),DNB,-,-,-,-,2,v New Zealand,Christchurch,29-Jan-11
Younis Khan (PAK),DNB,-,-,-,-,2,v New Zealand,Christchurch,29-Jan-11
Umar Akmal (PAK),DNB,-,-,-,-,2,v New Zealand,Christchurch,29-Jan-11
Misbah-ul-Haq (PAK),DNB,-,-,-,-,2,v New Zealand,Christchurch,29-Jan-11
JM Anderson (ENG),10,1,42,1,4.2,1,v Australia,Brisbane,30-Jan-11
A Shahzad (ENG),8,1,46,0,5.75,1,v Australia,Brisbane,30-Jan-11
ST Finn (ENG),10,0,61,1,6.1,1,v Australia,Brisbane,30-Jan-11
CR Woakes (ENG),10,0,45,6,4.5,1,v Australia,Brisbane,30-Jan-11
PD Collingwood (ENG),10,1,36,1,3.6,1,v Australia,Brisbane,30-Jan-11
IJL Trott (ENG),1.3,0,14,0,9.33,1,v Australia,Brisbane,30-Jan-11
EJG Morgan (ENG),DNB,-,-,-,-,1,v Australia,Brisbane,30-Jan-11
AJ Strauss (ENG),DNB,-,-,-,-,1,v Australia,Brisbane,30-Jan-11
IR Bell (ENG),DNB,-,-,-,-,1,v Australia,Brisbane,30-Jan-11
MJ Prior (ENG),DNB,-,-,-,-,1,v Australia,Brisbane,30-Jan-11
KP Pietersen (ENG),DNB,-,-,-,-,1,v Australia,Brisbane,30-Jan-11
B Lee (AUS),7,0,21,2,3,2,v England,Brisbane,30-Jan-11
DE Bollinger (AUS),9,1,57,2,6.33,2,v England,Brisbane,30-Jan-11
MG Johnson (AUS),8,1,29,0,3.62,2,v England,Brisbane,30-Jan-11
JW Hastings (AUS),9,0,35,2,3.88,2,v England,Brisbane,30-Jan-11
SPD Smith (AUS),8,0,29,1,3.62,2,v England,Brisbane,30-Jan-11
SR Watson (AUS),4.3,1,25,3,5.55,2,v England,Brisbane,30-Jan-11
MJ Clarke (AUS),DNB,-,-,-,-,2,v England,Brisbane,30-Jan-11
DJ Hussey (AUS),DNB,-,-,-,-,2,v England,Brisbane,30-Jan-11
CL White (AUS),DNB,-,-,-,-,2,v England,Brisbane,30-Jan-11
SE Marsh (AUS),DNB,-,-,-,-,2,v England,Brisbane,30-Jan-11
BJ Haddin (AUS),DNB,-,-,-,-,2,v England,Brisbane,30-Jan-11
DM Bravo (WI),TDNB,-,-,-,-,-,v Sri Lanka,Colombo (SSC),31-Jan-11
KAJ Roach (WI),TDNB,-,-,-,-,-,v Sri Lanka,Colombo (SSC),31-Jan-11
